Symbol,Name,Industry,Market Cap
ASND,Ascendis Pharma,Biotechnology,5817894390
ASO,Academy Sports and Outdoors,Specialty Retail,2804788704
ASPA,Abri SPAC I,Blank Check / SPAC,73724550
ASPC,Alpha Capital Acquisition Company,Blank Check / SPAC,284768730
ASPN,Aspen Aerogels,Energy Equipment & Services,1033586730
ASPS,Altisource Portfolio Solutions,Real Estate Management & Development,159522363
ASPU,Aspen Group,Diversified Consumer Services,28539215
ASR,Grupo Aeroportuario del Sureste,Transportation Infrastructure,5744434680
ASRT,Assertio Holdings,Pharmaceuticals,109702958
ASRV,AmeriServ Financial,Banks,69094663
ASTC,Astrotech,Aerospace & Defense,34683499
ASTE,Astec Industries,Machinery,989024500
ASTL,Algoma Steel Group,Steel,1525447031
ASTR,Astra Space,Aerospace & Defense,945432958
ASTS,AST SpaceMobile,Telecom Services,1726350328
ASUR,Asure Software,Software,137982335
ASX,ASE Technology Holding Company,Semiconductors & Semiconductor Equipment,15027267579
ASXC,Asensus Surgical,Medical Devices,132412127
ASYS,Amtech Systems,Semiconductors & Semiconductor Equipment,141845322
ASZ,Austerlitz Acquisition II,Blank Check / SPAC,1922144376
ATA,Americas Technology Acquisition,Blank Check / SPAC,148045000
ATAI,ATAI Life Sciences,Biotechnology,836755518
ATAK,Aurora Technology Acquisition,Blank Check / SPAC,273546000
ATAQ,Altimar Acquisition III,Blank Check / SPAC,188822316
ATAX,America First Multifamily Investors LP,Thrifts & Mortgage Finance,408300187
ATC,Atotech,Electronic Components,4345614831
ATCO,Atlas,Marine,3729820920
ATCX,Atlas Technical Consultants,Engineering & Construction,380535350
ATEC,Alphatec Holdings,Health Care Equipment & Supplies,1058735804
ATEK,Athena Technology Acquisition II,Blank Check / SPAC,333998905
ATEN,A10 Networks,Software,991599286
ATER,Aterian,"Furnishings, Fixtures & Appliances",143972239
ATEX,Anterix,Wireless Telecommunication Services,1054351762
ATGE,Adtalem Global Education,Diversified Consumer Services,1202843880
ATHA,Athira Pharma,Biotechnology,360811606
ATHE,Alterity Therapeutics,Biotechnology,31911049
ATHM,Autohome,Interactive Media & Services,3029053421
ATHX,Athersys,Biotechnology,176426256
ATI,Allegheny Technologies,Metals & Mining,3377371894
ATIF,ATIF Holdings,Professional Services,36413385
ATIP,ATI Physical Therapy,Medical Care Facilities,343500351
ATKR,Atkore,Electrical Equipment,4451519463
ATLC,Atlanticus Holdings,Consumer Finance,680296297
ATLO,Ames National,Banks,217302839
ATNF,180 Life Sciences,Biotechnology,97627349
ATNI,ATN International,Diversified Telecommunication Services,557314236
ATNM,Actinium Pharmaceuticals,Biotechnology,105747844
ATNX,Athenex,Biotechnology,97621863
ATO,Atmos Energy,Gas Utilities,15404034997
ATOM,Atomera,Semiconductors & Semiconductor Equipment,284574837
ATOS,Atossa Therapeutics,Health Care Equipment & Supplies,153215040
ATR,AptarGroup,Containers & Packaging,7362623942
ATRA,Atara Biotherapeutics,Biotechnology,839741244
ATRC,AtriCure,Health Care Equipment & Supplies,2747793870
ATRI,Atrion,Health Care Equipment & Supplies,1294644071
ATRO,Astronics,Aerospace & Defense,403741913
ATRS,Antares Pharma,Health Care Equipment & Supplies,661712382
ATSG,Air Transport Services Group,Air Freight & Logistics,2335766245
ATSP,Archimedes Tech SPAC Partners Co.,Blank Check / SPAC,152304000
ATTO,Atento,Commercial Services & Supplies,342835116
ATUS,Altice USA,Media,5028473848
ATVC,Tribe Capital Growth I,Blank Check / SPAC,336375000
ATVI,Activision Blizzard,Entertainment,62580363251
ATXI,Avenue Therapeutics,Pharmaceuticals,14830394
ATXS,Astria Therapeutics,Biotechnology,87604403
ATY,AcuityAds Holdings,Interactive Media & Services,131583598
AU,AngloGold Ashanti,Metals & Mining,10658800632
AUB,Atlantic Union Bankshares,Banks,2998413273
AUBN,Auburn National Bancorporation,Banks,114899377
AUD,Audacy,Media,425086141
AUDC,AudioCodes,Communications Equipment,883784430
AUGX,Augmedix,Health Information Services,91038080
AUID,Ipsidy,Software-Infrastructure,87139277
AUMN,Golden Minerals Company,Metals & Mining,97552751
AUPH,Aurinia Pharmaceuticals,Biotechnology,1504365437
AUR,Aurora Innovation,Information Technology Services,4457634814
AURA,Aura Biosciences,Biotechnology,561427693
AURC,Aurora Acquisition,Blank Check / SPAC,341075166
AUS,Austerlitz Acquisition I,Blank Check / SPAC,962056893
AUTL,Autolus Therapeutics,Biotechnology,361813469
AUTO,AutoWeb,Interactive Media & Services,27066456
AUUD,Auddia,Software-Application,21108050
AUVI,Applied UV,Building Products,20685849
AUY,Yamana Gold,Metals & Mining,5298316800
AVA,Avista,Multi-Utilities,3255121893
AVAC,Avalon Acquisition,Blank Check / SPAC,258479886
AVAH,Aveanna Healthcare Holdings,Medical Care Facilities,935553084
AVAL,Grupo Aval Acciones y Valores,Banks,6015492091
AVAN,Avanti Acquisition,Blank Check / SPAC,739499960
AVAV,AeroVironment,Aerospace & Defense,1887009006
AVB,AvalonBay Communities,Equity Real Estate Investment Trusts ...,33697001275
AVCO,Avalon GloboCare,Health Care Providers & Services,60112607
AVCT,American Virtual Cloud Technologies,IT Services,67111471
AVD,American Vanguard,Chemicals,538552252
AVDL,Avadel Pharmaceuticals,Pharmaceuticals,423237114
AVDX,AvidXchange Holdings,Software-Infrastructure,1424868091
AVEO,AVEO Pharmaceuticals,Biotechnology,129933720
AVGO,Broadcom,Semiconductors & Semiconductor Equipment,2.36695E+11
AVGR,Avinger,Health Care Equipment & Supplies,23337021
AVHI,Achari Ventures Holdings I,Blank Check / SPAC,124125000
AVID,Avid Technology,"Technology Hardware, Storage & Periph...",1244338027
AVIR,Atea Pharmaceuticals,Pharmaceuticals,481876224
AVLR,Avalara,Software,7078541291
AVNS,Avanos Medical,Health Care Equipment & Supplies,1500450545
AVNT,Avient,Chemicals,4481311218
AVNW,Aviat Networks,Communications Equipment,300978931
AVO,Mission Produce,Farm Products,839102267
AVPT,AvePoint,Software-Infrastructure,965154431
AVRO,Avrobio,Biotechnology,61113499
AVT,Avnet,"Electronic Equipment, Instruments & C...",4036705012
AVTE,Aerovate Therapeutics,Biotechnology,293168891
AVTR,Avantor,Life Sciences Tools & Services,20665716720
AVTX,Avalo Therapeutics,Biotechnology,76688639
AVXL,Anavex Life Sciences,Biotechnology,835638653
AVY,Avery Dennison,Containers & Packaging,13390065569
AVYA,Avaya Holdings,Software,1049708856
AWH,Aspira Women's Health,Health Care Equipment & Supplies,108684695
AWI,Armstrong World Industries,Building Products,4231448246
AWK,American Water Works Company,Water Utilities,27636738000
AWR,American States Water Company,Water Utilities,3099349438
AWRE,Aware,Software,64894094
AWX,Avalon Holdings,Commercial Services & Supplies,13531018
AX,Axos Financial,Thrifts & Mortgage Finance,2888817147
AXAC,AXIOS Sustainable Growth Acquisition,Blank Check / SPAC,199509712
AXDX,Accelerate Diagnostics,Life Sciences Tools & Services,124070892
AXGN,Axogen,Health Care Equipment & Supplies,347736064
AXH,Industrial Human Capital,Blank Check / SPAC,124750000
AXL,American Axle & Manufacturing Holdings,Auto Components,958255166
AXLA,Axcella Health,Biotechnology,79779030
AXNX,Axonics,Health Care Equipment & Supplies,2560095694
AXON,Axon Enterprise,Aerospace & Defense,8842371027
AXP,American Express Company,Consumer Finance,1.27496E+11
AXR,AMREP,Commercial Services & Supplies,90970975
AXS,AXIS Capital Holdings,Insurance,4378342903
AXSM,Axsome Therapeutics,Pharmaceuticals,1261647714
AXTA,Axalta Coating Systems,Chemicals,5301223917
AXTI,AXT Inc.,Semiconductors & Semiconductor Equipment,292551581
AXU,Alexco Resource,Commercial Services & Supplies,296529406
AY,Atlantica Sustainable Infrastructure,Independent Power and Renewable Elect...,3876186107
AYI,Acuity Brands,Electrical Equipment,6333741472
AYLA,Ayala Pharmaceuticals,Biotechnology,48773550
AYRO,"AYRO, Inc.",Auto Manufacturers,46083751
AYTU,Aytu BioPharma,Pharmaceuticals,38350427
AYX,Alteryx,Software,4135984633
AZ,A2Z Smart Technologies,Aerospace & Defense,140368349
AZEK,The AZEK Company,Building Products,3798504181
AZN,AstraZeneca,Pharmaceuticals,1.88315E+11
AZO,AutoZone,Specialty Retail,37230266665
AZPN,Aspen Technology,Software,9298015202
AZRE,Azure Power Global,Independent Power and Renewable Elect...,1198536820
AZTA,Azenta,Medical Instruments & Supplies,5849441280
AZUL,Azul S.A.,Airlines,1284781050
AZYO,Aziyo Biologics,Medical Devices,62369559
AZZ,AZZ Inc.,Electrical Equipment,1209201519
B,Barnes Group,Machinery,2097651553
BA,The Boeing Company,Aerospace & Defense,1.02742E+11
BABA,Alibaba Group Holding,Internet & Direct Marketing Retail,2.46577E+11
BAC,Bank of America,Banks,3.25256E+11
BACA,Berenson Acquisition I,Blank Check / SPAC,334208664
BAFN,BayFirst Financial,Banks-Regional,88591548
BAH,Booz Allen Hamilton Holding,IT Services,11103056893
BAK,Braskem,Chemicals,7164593658
BALY,Bally's,"Hotels, Restaurants & Leisure",1568888559
BAM,Brookfield Asset Management,Capital Markets,83898695666
BANC,Banc of California,Banks,1205726586
BAND,Bandwidth,Diversified Telecommunication Services,659693360
BANF,BancFirst,Banks,2555954898
BANR,Banner,Banks,2045565272
BANX,StoneCastle Financial,Capital Markets,150352866
BAOS,Baosheng Media Group Holdings,Advertising Agencies,14036405
BAP,Credicorp,Banks,12891053953
BARK,The Original BARK Company,Specialty Retail,498206175
BASE,Couchbase,Software-Infrastructure,689666556
BATL,Battalion Oil,"Oil, Gas & Consumable Fuels",294637776
BAX,Baxter International,Health Care Equipment & Supplies,38601293823
BB,BlackBerry,Software,3579738364
BBAI,BigBear.ai Holdings,Information Technology Services,1282454397
BBAR,Banco BBVA Argentina,Banks,671939710
BBBY,Bed Bath & Beyond,Specialty Retail,1925790463
BBCP,Concrete Pumping Holdings,Construction & Engineering,406893915
BBD,Banco Bradesco,Banks,39048810494
BBDC,Barings BDC,Capital Markets,1128713850
BBGI,Beasley Broadcast Group,Media,51994104
BBI,Brickell Biotech,Biotechnology,27910643
BBIG,Vinco Ventures,Leisure,290789662
BBIO,BridgeBio Pharma,Biotechnology,1266476665
BBLG,Bone Biologics,Medical Devices,17389008
BBLN,Babylon Holdings,Health Information Services,1956148222
BBQ,BBQ Holdings,"Hotels, Restaurants & Leisure",125940000
BBSI,Barrett Business Services,Professional Services,550305558
BBU,Brookfield Business Partners,Construction & Engineering,3196251896
BBVA,Banco Bilbao Vizcaya Argentaria,Banks,35005300733
BBW,Build-A-Bear Workshop,Specialty Retail,259938576
BBWI,Bath & Body Works,Specialty Retail,11426275313
BBY,Best Buy Co.,Specialty Retail,22754662341
BC,Brunswick,Leisure Products,6865430483
BCAB,BioAtla,Biotechnology,193323805
BCAC,Brookline Capital Acquisition,Blank Check / SPAC,74716725
BCBP,BCB Bancorp,Banks,304892472
BCC,Boise Cascade Company,Paper & Forest Products,3016672206
BCDA,BioCardia,Biotechnology,35261014
BCE,"BCE, Inc.",Diversified Telecommunication Services,50291949514
BCEL,Atreca,Biotechnology,112898814
BCH,Banco de Chile,Banks,10722954231
BCLI,Brainstorm Cell Therapeutics,Biotechnology,112461800
BCML,BayCom,Banks,304839990
BCO,The Brink's Company,Commercial Services & Supplies,3024071625
BCOR,Blucora,Capital Markets,886163321
BCOV,Brightcove,IT Services,286023962
BCOW,1895 Bancorp of Wisconsin,Thrifts & Mortgage Finance,71870621
BCPC,Balchem,Chemicals,4297326022
BCRX,BioCryst Pharmaceuticals,Biotechnology,2976751601
BCS,Barclays,Banks,35276685307
BCSA,Blockchain Coinvestors Acquisition I,Blank Check / SPAC,408674589
BCSF,Bain Capital Specialty Finance,Capital Markets,1006526257
BCTX,BriaCell Therapeutics,Biotechnology,134589295
BCYC,Bicycle Therapeutics,Biotechnology,1313881854
BDC,Belden,"Electronic Equipment, Instruments & C...",2525839595
BDL,Flanigan's Enterprises,"Hotels, Restaurants & Leisure",53900821
BDN,Brandywine Realty Trust,Equity Real Estate Investment Trusts ...,2284548600
BDR,Blonder Tongue Laboratories,Communications Equipment,7348175
BDSI,BioDelivery Sciences International,Pharmaceuticals,574985535
BDSX,Biodesix,Diagnostics & Research,70129693
BDTX,Black Diamond Therapeutics,Biotechnology,100716342
BDX,"Becton, Dickinson and Company",Health Care Equipment & Supplies,72477065173
BE,Bloom Energy,Electrical Equipment,4047123450
BEAM,Beam Therapeutics,Beverages,4186362877
BEAT,HeartBeam,Health Information Services,13589241
BECN,Beacon Roofing Supply,Trading Companies & Distributors,4193905659
BEDU,Bright Scholar Education Holdings,Diversified Consumer Services,119192000
BEEM,Beam Global,Electrical Equipment,149964442
BEKE,KE Holdings,Real Estate Management & Development,12018582518
BELFA,Bel Fuse,Electronic Components,223484000
BELFB,Bel Fuse,"Electronic Equipment, Instruments & C...",223484782
BEN,Franklin Resources,Capital Markets,13687900158
BENE,Benessere Capital Acquisition,Blank Check / SPAC,152214636
BEP,Brookfield Renewable Partners,Independent Power and Renewable Elect...,26271375336
BEPC,Brookfield Renewable,Independent Power and Renewable Elect...,7414457847
BERY,Berry Global Group,Containers & Packaging,7672862716
BEST,BEST Inc.,Air Freight & Logistics,210675391
BF.A,Brown-Forman,Beverages,29205096446
BF.B,Brown-Forman,Beverages,29205094399
BFAC,Battery Future Acquisition,Blank Check / SPAC,425671543
BFAM,Bright Horizons Family Solutions,Diversified Consumer Services,7627132315
BFC,Bank First,Banks,537727724
BFI,BurgerFi International,Restaurants,96611367
BFIN,BankFinancial,Banks,143118499
BFLY,Butterfly Network,Medical Devices,907331516
BFRI,Biofrontera,Drug Manufacturers-Specialty & Generic,35381600
BFS,Saul Centers,Equity Real Estate Investment Trusts ...,1499329279
BFST,Business First Bancshares,Banks,561834938
BG,Bunge,Food Products,15533329299
BGCP,BGC Partners,Capital Markets,1605074301
BGFV,Big 5 Sporting Goods,Specialty Retail,350184063
BGI,Birks Group,Specialty Retail,84862807
BGNE,BeiGene,Biotechnology,18801444749
BGRY,Berkshire Grey,Specialty Industrial Machinery,815381693
BGS,B&G Foods,Food Products,1760319981
BGSF,BG Staffing,Professional Services,141886972
BGSX,Build Acquisition,Blank Check / SPAC,243249980
BH,Biglari Holdings,"Hotels, Restaurants & Leisure",491157193
BH.A,Biglari Holdings,Restaurants,491157270
BHAC,Crixus BH3 Acquisition,Blank Check / SPAC,282037500
BHAT,Blue Hat Interactive Entertainment Technology,Entertainment,15068991
BHB,Bar Harbor Bankshares,Banks,435629040
BHC,Bausch Health Companies,Pharmaceuticals,8027298809
BHE,Benchmark Electronics,"Electronic Equipment, Instruments & C...",908820080
BHF,Brighthouse Financial,Insurance,3541090784
BHG,Bright Health Group,Healthcare Plans,1288677119
BHIL,Benson Hill,Agricultural Inputs,751408958
BHLB,Berkshire Hills Bancorp,Banks,1440723701
BHP,BHP Group,Metals & Mining,2.52013E+11
BHR,Braemar Hotels & Resorts,Equity Real Estate Investment Trusts ...,394127584
BHSE,Bull Horn Holdings,Blank Check / SPAC,94263750
BHVN,Biohaven Pharmaceutical Holding Co.,Biotechnology,8376781805
BIDU,Baidu,Interactive Media & Services,43010510752
BIG,Big Lots,Multiline Retail,1013937960
BIGC,BigCommerce Holdings,IT Services,1387800442
BIIB,Biogen,Biotechnology,29050177396
BILI,Bilibili,Entertainment,7283043832
BILL,Bill.com Holdings,Software,19423035277
BIMI,BIMI International Medical,Machinery,9097375
BIO,Bio-Rad Laboratories,Life Sciences Tools & Services,16011845626
BIOC,Biocept,Biotechnology,33852819
BIOL,BIOLASE,Health Care Equipment & Supplies,51716672
BIOS,BioPlus Acquisition,Blank Check / SPAC,289289690
BIOT,Biotech Acquisition Company,Blank Check / SPAC,282612509
BIOX,Bioceres Crop Solutions,Food Products,612057917
BIP,Brookfield Infrastructure Partners LP,Multi-Utilities,18541918187
BIPC,Brookfield Infrastructure,Gas Utilities,5205605824
BIRD,Allbirds,Apparel Retail,789674556
BITE,Bite Acquisition,Blank Check / SPAC,250502809
BITF,Bitfarms,Capital Markets,608481214
BIVI,BioVie,Biotechnology,80448798
BJ,BJ's Wholesale Club Holdings,Food & Staples Retailing,8260521418
BJDX,Bluejay Diagnostics,Medical Devices,19135579
BJRI,BJ's Restaurants,"Hotels, Restaurants & Leisure",624403374
BK,Bank of New York Mellon,Capital Markets,40355299300
BKCC,BlackRock Capital Investment,Capital Markets,299709597
BKD,Brookdale Senior Living,Health Care Providers & Services,1334327289
BKE,The Buckle,Specialty Retail,1801661173
BKEP,BlueKnight Energy Partners,"Oil, Gas & Consumable Fuels",136453168
BKH,Black Hills,Multi-Utilities,4599037390
BKI,Black Knight,IT Services,8789017573
BKKT,Bakkt Holdings,Software-Infrastructure,276675231
BKNG,Booking Holdings,Internet & Direct Marketing Retail,82486843962
BKR,Baker Hughes Company,Energy Equipment & Services,38673969143
BKSC,Bank of South Carolina,Banks,106721615
BKSY,BlackSky Technology,Scientific & Technical Instruments,218650447
BKTI,BK Technologies,Communications Equipment,42876462
BKU,BankUnited,Banks,3527539420
BKYI,BIO-key International,Software,17464063
BL,BlackLine,Software,3987855103
BLBD,Blue Bird,Machinery,657092415
BLBX,Blackboxstocks,Software-Application,24170311
BLCM,Bellicum Pharmaceuticals,Biotechnology,15116040
BLCT,BlueCity Holdings,Internet Content & Information,50205647
BLD,TopBuild,Household Durables,7116226031
BLDE,Blade Air Mobility,Airports & Air Services,492518108
BLDP,Ballard Power Systems,Electrical Equipment,3267944438
BLDR,Builders FirstSource,Building Products,13139536867
BLEU,bleuacacia ltd.,Blank Check / SPAC,334649980
BLFS,BioLife Solutions,Health Care Equipment & Supplies,954963439
BLFY,Blue Foundry Bancorp,Banks-Regional,391613911
BLI,Berkeley Lights,Life Sciences Tools & Services,346374144
BLIN,Bridgeline Digital,Software,18673869
BLK,BlackRock,Capital Markets,1.04459E+11
BLKB,Blackbaud,Software,3094073561
BLL,Ball Corporation,Containers & Packaging,27507197931
BLMN,Bloomin' Brands,"Hotels, Restaurants & Leisure",1822251128
BLND,Blend Labs,Software-Application,1551865466
BLNG,Belong Acquisition,Blank Check / SPAC,189515625
BLNK,Blink Charging Co.,Specialty Retail,983376753
BLPH,Bellerophon Therapeutics,Health Care Equipment & Supplies,18252324
BLRX,BioLineRx,Biotechnology,75329822
BLSA,BCLS Acquisition,Blank Check / SPAC,186406992
BLTS,Bright Lights Acquisition,Blank Check / SPAC,283906240
BLU,BELLUS Health,Biotechnology,647231996
BLUA,BlueRiver Acquisition,Blank Check / SPAC,359292750
BLUE,Bluebird Bio,Biotechnology,312877854
BLX,Banco Latinoamericano de Comercio Exterior,Diversified Financial Services,601913727
